"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-3"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 2015年（平成27年）の人口（組替），2015年（平成27年）の世帯数（組替），5年間の人口増減数，5年間の人口増減率，5年間の世帯増減数，5年間の世帯増減率，人口性比，面積（参考）及び人口密度－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","/表章事項 コード","2020_03","2020_15","2020_34","2020_35","2020_36","2020_37","2020_46","2020_47","2020_48"
"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む）","/表章事項","2015年（平成27年）の人口（組替）【人】","2015年（平成27年）の世帯数（組替）【世帯】","5年間の人口増減数【人】","5年間の人口増減率【％】","5年間の世帯増減数【世帯】","5年間の世帯増減率【％】","人口性比","面積（参考）【km2】","人口密度【1km2当たり】"
"2020000000","2020年","0160B","（旧：日高町）","","1,503","763","-156","-10.37924","-53","-6.94626","109.16149","563.95","2.4"
"2020000000","2020年","01603","（旧：門別町）","","10,875","5,018","-943","-8.67126","-176","-3.50737","101.74690","428.73","23.2"
"2020000000","2020年","01602","平取町","","5,315","2,373","-539","-10.14111","-85","-3.58196","100.58799","743.09","6.4"
"2020000000","2020年","01604","新冠町","","5,592","2,405","-283","-5.06080","38","1.58004","96.19364","585.81","9.1"
"2020000000","2020年","01607","浦河町","","13,075","6,178","-1,001","-7.65583","-242","-3.91713","97.96688","694.26","17.4"
"2020000000","2020年","01608","様似町","","4,518","2,044","-475","-10.51350","-131","-6.40900","90.70755","364.30","11.1"
"2020000000","2020年","01609","えりも町","","4,906","1,929","-532","-10.84386","-107","-5.54692","104.01119","284.00","15.4"
"2020000000","2020年","01610","新ひだか町","","23,231","10,443","-1,714","-7.37807","-267","-2.55674","94.82977","1,147.55","18.8"
"2020000000","2020年","01605","（旧：静内町）","","19,298","8,796","-1,257","-6.51363","-177","-2.01228","95.56640","801.50","22.5"
"2020000000","2020年","01606","（旧：三石町）","","3,933","1,647","-457","-11.61963","-90","-5.46448","91.09401","346.22","10.0"
"2020000000","2020年","01631","音更町","","44,807","18,019","-1,231","-2.74734","343","1.90355","89.90674","466.02","93.5"
"2020000000","2020年","01632","士幌町","","6,132","2,479","-284","-4.63144","45","1.81525","97.76801","259.19","22.6"
"2020000000","2020年","01633","上士幌町","","4,765","2,177","13","0.27282","173","7.94672","96.22177","694.23","6.9"
"2020000000","2020年","01634","鹿追町","","5,542","2,258","-276","-4.98015","-3","-0.13286","95.47142","402.88","13.1"
"2020000000","2020年","01635","新得町","","6,288","3,043","-471","-7.49046","-160","-5.25797","99.41721","1,063.83","5.5"
"2020000000","2020年","01636","清水町","","9,599","4,131","-505","-5.26096","35","0.84725","97.01040","402.25","22.6"
"2020000000","2020年","01637","芽室町","","18,484","7,169","-436","-2.35880","88","1.22751","91.26749","513.76","35.1"
"2020000000","2020年","01638","中札内村","","3,966","1,609","-82","-2.06757","75","4.66128","93.81238","292.58","13.3"
"2020000000","2020年","01639","更別村","","3,185","1,239","-105","-3.29670","72","5.81114","97.30942","176.90","17.4"
"2020000000","2020年","01641","大樹町","","5,738","2,534","-318","-5.54200","59","2.32833","100.29564","815.68","6.6"
"2020000000","2020年","01642","広尾町","","7,030","3,157","-643","-9.14651","-160","-5.06810","94.07475","596.54","10.7"
"2020000000","2020年","01643","幕別町","","26,760","10,944","-994","-3.71450","85","0.77668","90.53464","477.64","53.9"
"2020000000","2020年","01640","（旧：忠類村）","","1,531","694","-104","-6.79295","1","0.14409","95.74760","137.54","10.4"
"2020000000","2020年","0164B","（旧：幕別町）","","25,229","10,250","-890","-3.52769","84","0.81951","90.23761","340.46","71.5"
"2020000000","2020年","01644","池田町","","6,882","3,044","-588","-8.54403","-70","-2.29961","89.17944","371.79","16.9"
"2020000000","2020年","01645","豊頃町","","3,182","1,362","-160","-5.02828","-7","-0.51395","95.72539","536.71","5.6"
"2020000000","2020年","01646","本別町","","7,358","3,260","-740","-10.05708","-152","-4.66258","95.22124","391.91","16.9"
"2020000000","2020年","01647","足寄町","","6,990","3,179","-427","-6.10873","-82","-2.57943","96.02748","1,408.04","4.7"
"2020000000","2020年","01648","陸別町","","2,482","1,128","-218","-8.78324","-70","-6.20567","101.06572","608.90","3.7"
"2020000000","2020年","01649","浦幌町","","4,919","2,086","-532","-10.81521","-95","-4.55417","95.06447","729.85","6.0"
"2020000000","2020年","01661","釧路町","","19,833","8,119","-728","-3.67065","149","1.83520","90.97361","252.66","75.6"
"2020000000","2020年","01662","厚岸町","","9,778","4,115","-886","-9.06116","-94","-2.28433","88.42975","739.27","12.0"
"2020000000","2020年","01663","浜中町","","6,061","2,325","-554","-9.14041","-2","-0.08602","98.02229","423.63","13.0"
"2020000000","2020年","01664","標茶町","","7,742","3,281","-512","-6.61328","-33","-1.00579","92.33839","1,099.37","6.6"
"2020000000","2020年","01665","弟子屈町","","7,758","3,509","-803","-10.35061","-170","-4.84469","91.01895","774.33","9.0"
"2020000000","2020年","01667","鶴居村","","2,534","1,026","24","0.94712","83","8.08967","96.16564","571.80","4.5"
"2020000000","2020年","01668","白糠町","","8,068","3,609","-779","-9.65543","-152","-4.21169","88.10323","773.13","9.4"
"2020000000","2020年","01691","別海町","","15,273","5,997","-893","-5.84692","95","1.58413","102.70651","1,319.63","10.9"
"2020000000","2020年","01692","中標津町","","23,774","10,437","-764","-3.21359","140","1.34138","97.15534","684.87","33.6"
"2020000000","2020年","01693","標津町","","5,242","2,169","-219","-4.17779","37","1.70586","96.36435","624.69","8.0"
"2020000000","2020年","01694","羅臼町","","5,415","2,101","-693","-12.79778","-143","-6.80628","98.73737","397.72","11.9"
"2020000000","2020年","02000","青森県","","1,308,265","510,945","-70,281","-5.37208","581","0.11371","89.12588","9,645.64","128.3"
"2020000000","2020年","02201","青森市","","287,648","118,234","-12,456","-4.33029","249","0.21060","87.02351","824.61","333.7"
"2020000000","2020年","0220B","（旧：青森市）","","269,435","112,143","-11,371","-4.22031","180","0.16051","86.90944","692.39","372.7"
"2020000000","2020年","02364","（旧：浪岡町）","","18,213","6,091","-1,085","-5.95728","69","1.13282","88.75909","132.13","129.6"
"2020000000","2020年","02202","弘前市","","177,411","71,152","-8,945","-5.04196","-130","-0.18271","84.69111","524.20","321.4"
"2020000000","2020年","0220C","（旧：弘前市）","","163,343","66,885","-8,180","-5.00787","-242","-0.36182","84.71786","273.81","566.7"
"2020000000","2020年","02341","（旧：岩木町）","","10,780","3,294","-593","-5.50093","91","2.76260","84.21338","146.25","69.7"
"2020000000","2020年","02342","（旧：相馬村）","","3,288","973","-172","-5.23114","21","2.15827","84.92582","103.54","30.1"
"2020000000","2020年","02203","八戸市","","231,257","93,750","-7,842","-3.39103","1,921","2.04907","91.61299","305.56","731.2"
"2020000000","2020年","0220D","（旧：八戸市）","","225,926","91,940","-7,208","-3.19043","1,995","2.16989","91.59907","213.97","1,022.2"
"2020000000","2020年","02448","（旧：南郷村）","","5,331","1,810","-634","-11.89270","-74","-4.08840","92.26361","91.13","51.5"
"2020000000","2020年","02204","黒石市","","34,284","11,770","-2,338","-6.81951","-109","-0.92608","86.19805","217.05","147.2"
"2020000000","2020年","02205","五所川原市","","55,181","21,143","-3,766","-6.82481","-235","-1.11148","82.56223","404.20","127.2"
"2020000000","2020年","0220E","（旧：五所川原市）","","44,446","17,104","-2,520","-5.66980","35","0.20463","82.67614","166.86","251.3"
"2020000000","2020年","02382","（旧：金木町）","","8,679","3,218","-980","-11.29162","-200","-6.21504","81.15294","125.97","61.1"
"2020000000","2020年","02385","（旧：市浦村）","","2,056","821","-266","-12.93774","-70","-8.52619","86.07069","111.75","16.0"
"2020000000","2020年","02206","十和田市","","63,429","25,487","-3,051","-4.81010","53","0.20795","90.50895","725.65","83.2"
"2020000000","2020年","0220F","（旧：十和田市）","","59,166","23,995","-2,471","-4.17639","146","0.60846","90.37306","316.79","179.0"
"2020000000","2020年","02404","（旧：十和田湖町）","","4,263","1,492","-580","-13.60544","-93","-6.23324","92.62552","371.81","9.9"
"2020000000","2020年","02207","三沢市","","40,196","16,367","-1,044","-2.59727","885","5.40722","100.26598","119.87","326.6"
"2020000000","2020年","02208","むつ市","","58,493","24,475","-4,390","-7.50517","-398","-1.62615","93.23190","864.12","62.6"
"2020000000","2020年","0220G","（旧：むつ市）","","46,220","19,348","-2,646","-5.72479","27","0.13955","95.60084","245.88","177.2"
"2020000000","2020年","02421","（旧：川内町）","","3,906","1,627","-574","-14.69534","-158","-9.71112","89.10329","323.66","10.3"
"2020000000","2020年","02422","（旧：大畑町）","","6,844","2,810","-868","-12.68264","-185","-6.58363","82.13959","235.59","25.4"
"2020000000","2020年","02427","（旧：脇野沢村）","","1,523","690","-302","-19.82928","-82","-11.88406","79.82327","58.59","20.8"
"2020000000","2020年","02209","つがる市","","33,316","10,984","-2,382","-7.14972","-161","-1.46577","86.67552","253.55","122.0"
"2020000000","2020年","02322","（旧：木造町）","","15,380","5,108","-1,110","-7.21717","-57","-1.11590","85.15635","120.07","118.8"
"2020000000","2020年","02324","（旧：森田村）","","4,301","1,381","-383","-8.90491","-25","-1.81028","89.27536","24.12","162.4"
"2020000000","2020年","02326","（旧：柏村）","","5,076","1,739","46","0.90623","67","3.85279","85.17715","14.32","357.7"
"2020000000","2020年","02327","（旧：稲垣村）","","3,926","1,250","-433","-11.02904","-60","-4.80000","82.59279","33.17","105.3"
"2020000000","2020年","02328","（旧：車力村）","","4,633","1,506","-502","-10.83531","-86","-5.71049","95.31915","62.17","66.4"
"2020000000","2020年","02210","平川市","","32,106","10,129","-1,539","-4.79350","-80","-0.78981","86.62311","346.01","88.3"
"2020000000","2020年","02363","（旧：尾上町）","","9,492","2,894","-429","-4.51960","10","0.34554","86.36644","18.87","480.3"
"2020000000","2020年","02365","（旧：平賀町）","","20,100","6,325","-780","-3.88060","-13","-0.20553","87.50000","221.61","87.2"
"2020000000","2020年","02368","（旧：碇ケ関村）","","2,514","910","-330","-13.12649","-77","-8.46154","80.19802","105.33","20.7"
"2020000000","2020年","02301","平内町","","11,142","3,971","-1,016","-9.11865","-175","-4.40695","90.76865","217.09","46.6"
"2020000000","2020年","02303","今別町","","2,756","1,277","-422","-15.31205","-150","-11.74628","92.09877","125.27","18.6"
"2020000000","2020年","02304","蓬田村","","2,896","959","-356","-12.29282","-60","-6.25652","91.12114","80.84","31.4"
"2020000000","2020年","02307","外ヶ浜町","","6,198","2,577","-797","-12.85899","-219","-8.49825","87.92624","230.30","23.5"
"2020000000","2020年","02302","（旧：蟹田町）","","2,978","1,180","-368","-12.35729","-108","-9.15254","82.64521","116.39","22.4"
"2020000000","2020年","02305","（旧：平舘村）","","1,577","619","-230","-14.58465","-40","-6.46204","96.92982","48.19","28.0"
"2020000000","2020年","02306","（旧：三厩村）","","1,643","778","-199","-12.11199","-71","-9.12596","89.75033","65.27","22.1"
"2020000000","2020年","02321","鰺ヶ沢町","","10,126","3,851","-1,082","-10.68536","-208","-5.40119","84.60910","343.08","26.4"
"2020000000","2020年","02323","深浦町","","8,429","3,304","-1,083","-12.84850","-257","-7.77845","86.02178","488.90","15.0"
"2020000000","2020年","0232B","（旧：深浦町）","","6,441","2,442","-781","-12.12545","-165","-6.75676","86.79868","315.19","18.0"
"2020000000","2020年","02325","（旧：岩崎村）","","1,988","862","-302","-15.19115","-92","-10.67285","83.46028","173.58","9.7"
"2020000000","2020年","02343","西目屋村","","1,415","488","-150","-10.60071","-51","-10.45082","87.13018","246.02","5.1"
"2020000000","2020年","02361","藤崎町","","15,179","4,942","-606","-3.99236","23","0.46540","86.23642","37.29","390.8"
"2020000000","2020年","0236B","（旧：藤崎町）","","9,049","2,987","-394","-4.35407","24","0.80348","85.64994","22.01","393.2"
"2020000000","2020年","02366","（旧：常盤村）","","6,130","1,955","-212","-3.45840","-1","-0.05115","87.10085","15.19","389.6"
"2020000000","2020年","02362","大鰐町","","9,676","3,421","-1,011","-10.44853","-193","-5.64163","83.15367","163.43","53.0"
"2020000000","2020年","02367","田舎館村","","7,783","2,382","-457","-5.87177","19","0.79765","87.79800","22.35","327.8"
"2020000000","2020年","02381","板柳町","","13,935","4,680","-1,235","-8.86258","-204","-4.35897","84.21816","41.88","303.2"
"2020000000","2020年","02384","鶴田町","","13,392","4,384","-1,318","-9.84170","-128","-2.91971","85.15565","46.43","260.0"
"2020000000","2020年","02387","中泊町","","11,187","4,118","-1,530","-13.67659","-248","-6.02234","84.82297","216.34","44.6"
"2020000000","2020年","02383","（旧：中里町）","","8,307","2,894","-1,057","-12.72421","-127","-4.38839","84.15037","151.63","47.8"
"2020000000","2020年","02386","（旧：小泊村）","","2,880","1,224","-473","-16.42361","-121","-9.88562","86.87888","64.58","37.3"
"2020000000","2020年","02401","野辺地町","","13,524","5,565","-1,150","-8.50340","-132","-2.37197","87.54168","81.68","151.5"
"2020000000","2020年","02402","七戸町","","15,709","5,572","-1,153","-7.33974","-125","-2.24336","91.72813","337.23","43.2"
"2020000000","2020年","0240B","（旧：七戸町）","","8,704","3,257","-538","-6.18107","-89","-2.73258","90.79439","134.64","60.7"
"2020000000","2020年","02409","（旧：天間林村）","","7,005","2,315","-615","-8.77944","-36","-1.55508","92.93478","202.59","31.5"
"2020000000","2020年","02405","六戸町","","10,423","3,570","24","0.23026","270","7.56303","94.79769","83.89","124.5"
"2020000000","2020年","02406","横浜町","","4,535","1,785","-306","-6.74752","28","1.56863","95.96849","126.38","33.5"
"2020000000","2020年","02408","東北町","","17,955","5,974","-1,527","-8.50459","-103","-1.72414","91.42391","326.50","50.3"
"2020000000","2020年","02407","（旧：上北町）","","9,035","2,990","-667","-7.38240","-31","-1.03679","90.91946","119.48","70.0"
"2020000000","2020年","0240C","（旧：東北町）","","8,920","2,984","-860","-9.64126","-72","-2.41287","91.95046","207.23","38.9"
"2020000000","2020年","02411","六ヶ所村","","10,536","4,683","-169","-1.60402","511","10.91181","132.60040","252.68","41.0"
"2020000000","2020年","02412","おいらせ町","","24,222","8,658","51","0.21055","600","6.93001","91.94212","71.96","337.3"
"2020000000","2020年","02403","（旧：百石町）","","9,000","3,202","-452","-5.02222","81","2.52967","90.88879","21.44","398.7"
"2020000000","2020年","02410","（旧：下田町）","","15,222","5,456","503","3.30443","519","9.51246","92.51959","50.44","311.8"
"2020000000","2020年","02423","大間町","","5,227","2,152","-509","-9.73790","-62","-2.88104","101.36577","52.10","90.6"
"2020000000","2020年","02424","東通村","","6,607","2,578","-652","-9.86832","-19","-0.73701","113.21160","295.27","20.2"
"2020000000","2020年","02425","風間浦村","","1,976","823","-340","-17.20648","-73","-8.86999","90.89848","69.55","23.5"
"2020000000","2020年","02426","佐井村","","2,148","906","-360","-16.75978","-80","-8.83002","97.56906","135.04","13.2"
"2020000000","2020年","02441","三戸町","","10,135","3,756","-1,053","-10.38974","-190","-5.05857","89.44514","151.79","59.8"
"2020000000","2020年","02442","五戸町","","17,433","6,123","-1,391","-7.97912","-64","-1.04524","91.75233","177.67","90.3"
"2020000000","2020年","0244B","（旧：五戸町）","","14,560","5,221","-1,101","-7.56181","-56","-1.07259","92.51895","122.14","110.2"
"2020000000","2020年","02449","（旧：倉石村）","","2,873","902","-290","-10.09398","-8","-0.88692","87.85455","55.68","46.4"
"2020000000","2020年","02443","田子町","","5,554","2,006","-586","-10.55095","-88","-4.38684","91.66667","241.98","20.5"
"2020000000","2020年","02445","南部町","","18,312","6,419","-1,503","-8.20773","-156","-2.43029","88.33613","153.12","109.8"
"2020000000","2020年","02444","（旧：名川町）","","7,360","2,541","-599","-8.13859","-73","-2.87288","90.07591","83.45","81.0"
"2020000000","2020年","0244C","（旧：南部町）","","4,862","1,786","-537","-11.04484","-95","-5.31915","89.02972","29.58","146.2"
"2020000000","2020年","02447","（旧：福地村）","","6,090","2,092","-367","-6.02627","12","0.57361","85.81169","40.18","142.4"
"2020000000","2020年","02446","階上町","","14,025","5,699","-529","-3.77184","163","2.86015","102.36917","94.00","143.6"
"2020000000","2020年","02450","新郷村","","2,509","831","-312","-12.43523","-43","-5.17449","94.76950","150.77","14.6"
"2020000000","2020年","03000","岩手県","","1,279,594","493,049","-69,060","-5.39702","-613","-0.12433","92.88858","15,275.01","79.2"
"2020000000","2020年","03201","盛岡市","","297,631","129,718","-7,900","-2.65429","1,392","1.07310","89.59964","886.47","326.8"
"2020000000","2020年","0320B","（旧：盛岡市）","","285,480","125,671","-7,082","-2.48073","1,339","1.06548","89.49726","489.15","569.1"
"2020000000","2020年","03307","（旧：玉山村）","","12,151","4,047","-818","-6.73196","53","1.30961","92.14988","397.32","28.5"
"2020000000","2020年","03202","宮古市","","56,676","23,387","-6,307","-11.12817","-2,098","-8.97080","93.81638","1,259.15","40.0"
